text,sentiment
"Sensex rallies over 100 points, Nifty tests 8600 levels; ten stocks in focus in Monday's trade",Buy
"Subsidy phase-out will drive further upside in oil & gas stocks: Deven Choksey, KR Choksey Sec",Buy
"Sun Pharma, Cipla, Ranbaxy slip for second day in a row; EM currency rout may hurt",Sell
USFDA becoming dreaded word in Dalal Street; pharma companies need to keep Street in the loop,Sell
"Baba Ramdev's Patanjali bigger than Emami and Jyothy Labs, wish it was listed: CLSA report",Buy
"Coca-Cola takes on Pepsi, woos IPL fans outside stadium venues at Rs 10-15 per bottle",Buy
"ONGC, Oil India slip as Oil Ministry proposes higher gas price on extra output only",Buy
"Spot iron ore eyes fourth weekly gain in five,but weak China steel market a risk",Buy
"Bank Nifty, CNX IT not showing much strength despite index hitting life-time high: Mitesh Thacker",Sell
BSE small and midcap stocks shine; over 100 stocks hit fresh 52-week high on BSE,Buy
"Edelweiss, ICICI Securities, SBI Capital and Deutsche Bank appointed for share sale in five PSUs",Hold
"FIIs up stakes in 16 Sensex companies including Infosys, RIL and HDFC in January-March quarter",Buy
"Impact of delay in gas price hike: RIL, ONGC may fall in the short term",Sell
"Infosys, Wipro, MindTree slip over 10% since March; is it time to revisit IT stocks?",Sell
"IOC, BPCL may still offer value for long term investors: Mayuresh Joshi of Angel Broking",Buy
"Need to be patient while investing in oil and gas stocks: IV Subramaniam, Quantum AMC",Buy
Not easy to make money in Maruti; Tata Motors top bet in auto: Mehraboon Irani,Buy
Rejigging of heavyweight indices like Nifty or MSCI India may serve as good investment opportunity,Hold
"RIL, ONGC slip over 3% as Election Commission defers gas price hike till polls end",Sell
"Sensex, Nifty @ life high on rate cut hopes, crude; top 10 stocks in focus",Buy
"Shakti Pumps, KRBL to gain from Iran deal; see at least 20% upside: Prakash Diwan",Buy
"State-run Cos REC, PFC, PGC etc expect rates to fall, may offer short tenure bonds",Hold
Unity Infraprojects and  Deepak Fertilisers and Petrochemicals to set up India's first terminal market,Hold
Which one is a better bet? Hero MotoCorp or Bajaj Auto in two wheeler space,Hold
As of now I would not buy either Bata or Titan Industries: Vijay Bhambwani,Sell
"Capex cycle revival positive for market; prefer logistics stocks: Prakash Diwan, Altamount Capital Management",Buy
"M&M, RIL are the pick among large cap stocks: Sajiv Dhawan, JV Capital Services",Buy
"Metals, oil and gas to lead earnings downgrade this quarter: Prashasta Seth, IIFL AMC",Sell
"Unlike Facebook, Alibaba is not eligible for membership in the S&P 500: David Blitzer",Buy
"8200 holds the key for Nifty; Sensex likely to climb to 27,375: Mitesh Thacker",Buy
"Bank, cement stocks have done phenomenally well in the last three months: Anish Damania",Buy
"Bharti, Tata Comm, mobile content players likely to see sharp run-up : Harendra Kumar",Buy
"Big day for IPOs: IndiGo, Infibeam, Teamlease eye over Rs 2,000 crore from investors",Hold
"Binani Cement, Nirma and Sparsh BPO unveil plans to go private within a week",Hold
"Build on to your positions, buy IT and pharma stocks on dips: Manish Sonthalia",Buy
"Build positions around PSU banking space; bet on Canara, BOB, PNB, SBI: Ashwani Gujral",Buy
"Capital goods names like Cummins, Voltas and Engineers India to fetch returns: Manish Sonthalia",Buy
"China, Eurozone tremors shake indian blue chips, domestic worries spark fears of FIIs exit",Sell
"Discom revival plan fails to lift power stocks; REC, PFC fall up to 13%",Sell
"Eros International, Mandhana Industries tank up to 6% after court's verdict on Salman Khan",Sell
From fragile five to two good: Dollar flexing muscles but rupee is fit too,Buy
"Gilts, IRF soar on receding inflationary pressures, falling crude, ease of trading in futures",Buy
"Good opportunity to buy Reliance, ONGC and Oil India at lower levels: Deven Choksey",Buy
Havells Q3 net jumps five fold to Rs 59 cr; focus on green tech,Buy
"HUL, Reliance good bets for long term investment purposes: Deven Choksey, KR Choksey Securities",Buy
"Imports of chana, matar dal and toor dal ensure 15% correction in pulses prices",Hold
"Infrastructure cos like ITNL, Sadbhav Engg, IRB, others likely to gain from economic revival",Buy
"Infrastructure, Commodity, Consumption sectors likely to perform well in times to come: Deven Choksey",Buy
"Look at adding Infosys, TCS, MindTree and Persistent Systems on every dip: Ajay Bodke",Buy
"Monetisation of telecom, retail investments holds the key; see RIL @ 1,200: Jaideep Goswami",Buy
"Overweight on TCS, Infy among largecap stocks, prefer Persistent among IT midcaps: Parag Thakkar",Buy
Overweight on the ancillaries and underweight on the auto at this point: BP Singh,Buy
"Page, Eicher Motors and Glaxo Consumer to do well on earnings uptick: Manish Sonthalia",Buy
"Petrol, diesel prices hiked again, but OMC stocks remain subdued; IOC, HPCL in red",Sell
"PVR, INOX to register increase in September quarter revenue due to box office hits",Buy
"Railway vendor stocks like Kalindee, Titagarh Wagons, Texmaco, back in limelight as budget nears",Buy
Road to Recovery: Cement and financial services firms to drive BSE 100 companies' earnings,Buy
"Sensex, Nifty trading in a range after gap-down start; top twelve stocks in focus",Hold
"SpiceJet, Jet Airways jump up to 7 per cent on aviation fuel price cut",Buy
Suggest to invest in Pharma sector and midcap pharma names like Torrent: Sudip Bandyopadhyay,Buy
"Suzlon, HDIL, Punj Lloyd, Aban Offshore have been been in persistent declines: Deepak Mohoni",Sell
"TCS, MindTree and Persistent Systems are good bets in the IT space: Dipan Mehta",Buy
"Yellen effect: Sensex surges over 350 pts; Nifty regains 6,100 as QE fears ease",Buy
Banking sector getting over the hump; exercise caution on IT counters: Ajay Bodke,Buy
"BSE, NSE to move 25 companies to restricted trade segment from October 7",Hold
"China, Hong Kong stocks rise as fears of near-term U.S rate hike recede",Buy
D-Street trading: Mid & small cap stocks not yet out of the woods,Hold
Falling revenues and intense competition dim prospects for medium and small IT firms,Sell
"Iron ore hits 19-mth low as supply overwhelms, Shanghai rebar down 3rd day",Buy
Nikkei falls as anti-austerity party wins Greek election; stronger yen weighs on market,Buy
Nikkei falls as yen bounces after Swiss jolt; down for a third week,Buy
"Pharma stocks rally after SC's Novartis verdict; analysts positive on DRL, Cipla, Natco",Buy
"South Korea eyes measures to offset impact of weak yen, boost stock market",Sell
"South Korea stocks edge down on profit taking, won hovers at 6-year high",Buy
"Syndicate Bank, Prakash Industries & Bhushan Steel crack upto 20% in bribery case",Sell
"Tech Mahindra, Infosys, Wipro top picks among large cap IT stocks: Ajay Bodke",Buy
"UP Elections: Sugar stocks like Bajaj Hindusthan, Dhampur Sugar rise amid election results",Buy
"ACC, Ambuja Cements fall 5 per cent post Q4 results; top Nifty losers",Sell
ADAG pack fires up after Ambani brothers seal Rs 1200 crore telecom deal,Buy
"Airline companies' shares skyrocket, SpiceJet jumps 20%, Jet soars 12.3% in a day",Buy
"Airline stocks in for turbulent times, new entrants AirAsia, Tata-SIA to raise competition",Sell
"Airtel, Idea, RCom plunge upto 6.6% as Reliance Jio raises 2G auction bar",Buy
"Bank, auto, realty stocks stuck in a range ahead of RBI policy review",Hold
"Chart Check from Angel Broking for Tuesday, March 06: Asian Paints, Educomp Solutions",Hold
"Chart Check from Emkay Global for Friday, March 23: ICICI Bank, Tata Steel",Hold
"Citigroup, HSBC Securities, UBS Securities among 5 bankers to manage ONGC share sale",Hold
Cummins or Everest Kanto are good picks from capital goods sector: Rajesh Jain,Buy
"E-commerce boom: Goldman, CLSA, Credit Suisse, HSBC, others join hunt for India's Alibaba",Hold
EID Parry is a good pick from sugar and agri space: Shrikant Chouhan,Buy
"Jyothy Laboratory, Colgate, Dabur India good bets in the FMCG space: Mehraboon Irani",Buy
"Keep holding long positions; Nifty to outperform CNX IT, CNX Bank: Ashwani Gujral",Buy
"L&T, Adani Ports, Adani Enterprises & IRB Infrastructure top bets post Budget: CLSA",Buy
"LIC's Rs 45,000 crore purchase exceeds 2014 infusion, accumulates tech and banking shares",Buy
"Lupin, Cadila, Strides Arcolab, Ipca Laboratories and Biocon are good bets: Ashit Suri",Buy
"Many blue-chip stocks like RIL, Airtel, NTPC yet to reclaim their 2008-10 peaks",Hold
"Mutual funds sell IT, banking stocks in March; go long on auto, pharma",Buy
"NTPC, PFC and IRFC to sell masala bonds, raise up to $2 billion",Hold
"Opposite movement of Infosys, Sun Pharma stocks to surprise tech, pharma fund investors",Hold
"Private banks, power, oil & gas, auto, tourism to outperform in 2015: Emkay",Buy
"PSUs CIL, NHPC and NMDC may buy back shares to bail out government",Hold
"Recent fall in private banking stocks unjustified; prefer Axis, ICICI Bank: Mayuresh Joshi",Buy
"Recommend going long on IT stocks like TCS, Tech Mahindra, HCL: Ajay Srivastava",Buy
"Returns are high in Fin Tech, BGR Energy, HFCL Infotel stocks: Deepak Mohoni",Buy
Rubber and pepper imports may rise to new highs due to tight supplies,Sell
"Sectoral churning likely; IT, pharma to outperform in weeks to come: Mitesh Thacker",Buy
South Korean shares slide to 3-week low on China growth worries; won up,Buy
"Stay neutral to negative on auto and banking stocks: Harendra Kumar, Elara Capital",Hold
"TCS to announce Q4 results on Apr 16; HCL Tech, Infy to follow",Hold
Textile space with stocks like Alok Industries and Arvind looks good: Deepak Mohoni,Buy
"Valuations discount for midcap, small cap stocks has gone away, says Vinay Thakkar",Buy
"Where the funds flow: Banks, NBFCs, media others most favoured sectors in FY13",Buy
"Yellen or Rajan? Five reasons why Sensex gained 350 points, rupee hit 63",Buy
"2011: Gold, silver touch all-time highs amid economic turmoil and rising inflation",Buy
Asia forex rattled by Federal Reserve rates view; ringgit at four-month low,Sell
"Bharti, Idea good for long term investors: Sajiv Dhawan, JV Capital Services",Buy
"BSE, NSE to shift two UB group firms to restricted trade segment",Hold
"Cox & Kings, Thomas Cook shares soar on slew of visa sops",Buy
"Defensives like pharma, FMCG perform better than all cyclical stocks: Ashwani Gujral",Buy
"Gold glitters to top Rs 32,000 mark on global cues; silver shines",Buy
"IT, pharma no longer to remain leaders in market rally: Girish Pai",Sell
South Korean shares reverse early gains to close flat; won edges lower,Sell
"Alkem, Dr Lal PathLabs to make stock market debut on December 23",Hold
"Australian, New Zealand dollars slide vs sterling on early Scottish vote results",Sell
"Avoid PSU oil & gas space altogether: Mehraboon Irani, Nirmal Bang Securities",Sell
"Banking, energy and FMCG stocks may push Nifty towards 6650-6700: Mitesh Thacker",Buy
"BHEL, Adani Ports among six companies that hit their 52-week lows today",Buy
"BNP Paribas upgrades India to 'overweight', sees Sensex hitting 24k by end-2014",Buy
"BPCL, HPCL in red on fuel price cut, rise in global prices",Sell
"Capital goods, metal, banking indices fall over 2% on poor IIP numbers",Sell
"Cautious on IT stocks, bullish on banking: Arindam Ghosh, BlackRidge Capital Advisors",Buy
"Ceat, Bajaj Finance to get on to F&O turf from May 29",Hold
"Cement sector eyes comeback; buy UltraTech with a target of Rs 3,282:",Buy
"Cobrapost impact: ICICI Bank, HDFC Bank, Axis Bank fall on penalty woes",Sell
Compliance worries hit shares of Sun Pharma and  Dr Reddy's Laboratories,Sell
"Core Education, NIIT, Everonn stocks rally up to 24% in single day",Buy
"Eicher, M&M, Maruti under pressure as government may not extend auto sops",Sell
"Forgettable year for gold & silver, base metals melted on China heat",Sell
"Global cues can drag CNX IT, Bank Nifty further down: Ashwani Gujral",Sell
"GMR Infra, GVK Power & Infra and IVRCL expected to report losses",Sell
"IDBI, Canara Bank, SBI seen in talks to sell CARE Ratings stake",Sell
"Important to go beyond Nifty and Sensex: Arindam Ghosh, Blackridge Capital Advisors",Hold
"M&M, Tata Group eyeing defence sector for long-term growth opportunities: Vikas Khemani",Buy
"Manappuram, Muthoot rally 20% as RBI allows gold NBFCs to lend more",Buy
"Many stocks like BHEL, Siemens, Ambuja Cement, SAIL and Hindalco overvalued: Analysts",Sell
"Market bets on TCS, but Infosys seen dark horse of IT pack",Buy
"Maruti, M&M top picks in auto space: Jagannadham Thunuguntla, SMC Global Securities",Buy
"Matrix Partners, Avigo eye returns of over 2.5 times on their investments",Hold
Media stocks like Jagran and CNBC likely to move up: Jagdish Malkani,Buy
"Mining stocks snub DMF concerns, surge up to 3%; Hindalco top gainer",Buy
"Move over Sensex, Nifty, say experts; stocks that can return upto 46%",Hold
"NBFC stocks like Manappuram, Muthoot Finance down on new gold loan curb",Sell
"New Zealand dollar hits 5-month lows, Aussie skids on soft China PMI",Sell
"Nifty crosses 7,000; Sensex tops 23,000 on hopes of NDA forming government",Buy
"Nine blue-chip companies add Rs 1,14,806 cr in m-cap; ITC top gainer",Buy
"ONGC, GAIL our top bets in OMCs: Tirthankar Patnaik, Religare Capital Markets",Buy
Orix Corp in talks to buy TPG Capital stake; Shriram Transport up,Buy
Over 100-point gap down opening seen for Nifty; Sensex may retest 27K,Sell
"PFC, REC, PSU banks will show growth from now on: Ashwani Gujral",Buy
Play auto theme with four-wheeler stocks; CV space looks good: Amit Khurana,Buy
"Play renewable energy theme indirectly with Elecon Engg, Shanti Gears: Parag Thakkar",Buy
Prefer Hero Motocorp over Bajaj Auto in  two-wheeler space: Mehraboon Irani,Buy
"Repo rate: Auto, bank, realty stocks hammered on rate hike by RBI",Sell
